osm_id,osm_way_id,name,type,aeroway,amenity,admin_leve,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags
,"1221831453",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""63"",""addr:street""=>""Jalan Keli"""
,"1221831454",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""61"",""addr:street""=>""Jalan Keli"""
,"1221831455",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""38"",""addr:street""=>""Jalan Sembilang"""
,"1221831456",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""40"",""addr:street""=>""Jalan Sembilang"""
,"1221831457",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""42"",""addr:street""=>""Jalan Sembilang"""
,"1221831458",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""44"",""addr:street""=>""Jalan Sembilang"""
,"1221831459",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""77"",""addr:street""=>""Jalan Keli"""
,"1221831460",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""79"",""addr:street""=>""Jalan Keli"""
,"1221831461",,,,,,,,,,,,,,garden,,,,,,,,,
,"1221912025",MMI Preschool,,,school,,fence,,,,,,,,,,,,,,,,,
,"1221912026",MMI Preschool,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""6"",""addr:street""=>""Bright Hill Drive"""
,"1221912028",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""2G"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1221912029",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""2F"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1221912031",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""10"",""addr:street""=>""Bright Hill Drive"",""house""=>""terrace"""
,"1221912032",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""12"",""addr:street""=>""Bright Hill Drive"",""house""=>""terrace"""
,"1221912033",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""16"",""addr:street""=>""Bright Hill Drive"",""house""=>""terrace"""
,"1221912034",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""14"",""addr:street""=>""Bright Hill Drive"",""house""=>""terrace"""
,"1221914253",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""252A"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914254",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""252"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914255",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""254"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914256",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""256"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914257",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""258"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914258",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""260"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914259",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""262"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914260",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""264"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914261",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""266"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914262",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""272"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914263",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""274"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914264",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""276"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914265",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""278"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914266",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""280"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914267",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""282"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914268",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""284"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914269",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""286"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914270",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""288"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914271",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""290"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914272",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""292"",""addr:street""=>""Upper Thomson Road"",""building:levels""=>""2"",""house""=>""terraced"""
,"1221914273",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""6B"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1221914274",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""6A"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1222067180",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""17"",""addr:street""=>""Jalan Belibas"""
,"1222067181",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""15"",""addr:street""=>""Jalan Belibas"""
,"1222067182",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""11"",""addr:street""=>""Jalan Belibas"""
,"1222067183",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""9"",""addr:street""=>""Jalan Belibas"""
,"1222067184",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Jalan Belibas"""
,"1222067185",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""5"",""addr:street""=>""Jalan Belibas"""
,"1222067186",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""3"",""addr:street""=>""Jalan Belibas"""
,"1222067187",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""1"",""addr:street""=>""Jalan Belibas"""
,"1222067188",,,,,,,,,,,,,,garden,,,,,,,,,
,"1222067189",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""17A"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1222067190",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""17"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1222067191",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""22"",""addr:street""=>""Bright Hill Drive"""
,"1222067192",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""20"",""addr:street""=>""Bright Hill Drive"""
,"1222067193",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""18A"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1222067194",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""18"",""addr:street""=>""Bright Hill Crescent"",""house""=>""terrace"""
,"1222067195",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""1"",""addr:street""=>""Bright Hill Drive"""
,"1222067196",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""1A"",""addr:street""=>""Bright Hill Drive"""
,"1222067197",,,,,,,,,,,,,grass,,,,,,,,,,
,"1222067198",Jalan Sembilang Park,,,,,,,,,,,,,park,,,,,,,,,
,"1222129813",Centurion 12,,,,,fence,,,,,,,residential,,,,,,,,,,
,"1222129814",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12A"",""addr:street""=>""Bright Hill Crescent"""
,"1222129815",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12"",""addr:street""=>""Bright Hill Crescent"""
,"1222129816",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12F"",""addr:street""=>""Bright Hill Crescent"""
,"1222129817",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12G"",""addr:street""=>""Bright Hill Crescent"""
,"1222129818",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12C"",""addr:street""=>""Bright Hill Crescent"""
,"1222129819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12B"",""addr:street""=>""Bright Hill Crescent"""
,"1222129820",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12D"",""addr:street""=>""Bright Hill Crescent"""
,"1222129821",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""12E"",""addr:street""=>""Bright Hill Crescent"""
,"1222129823",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""14a"",""addr:street""=>""Bright Hill Crescent"""
,"1222129824",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""14"",""addr:street""=>""Bright Hill Crescent"""
,"1222129826",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Bright Hill Crescent"""
,"1222129828",Brighthill Residences,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"1222131188",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""40"",""addr:street""=>""Pemimpin Place"""
,"1222131189",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""38"",""addr:street""=>""Pemimpin Place"""
,"1222131190",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""44"",""addr:street""=>""Pemimpin Place"""
,"1222131191",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""42"",""addr:street""=>""Pemimpin Place"""
,"1222131192",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""48"",""addr:street""=>""Pemimpin Place"""
,"1222131193",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""46"",""addr:street""=>""Pemimpin Place"""
,"1222131194",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""52"",""addr:street""=>""Pemimpin Place"""
,"1222131195",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""50"",""addr:street""=>""Pemimpin Place"""
,"1222131196",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""56"",""addr:street""=>""Pemimpin Place"""
,"1222131197",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""54"",""addr:street""=>""Pemimpin Place"""
,"1222131198",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""60"",""addr:street""=>""Pemimpin Place"""
,"1222131199",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""58"",""addr:street""=>""Pemimpin Place"""
,"1222131200",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""32"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131201",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""30"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131202",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""34"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131203",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""36"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131204",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""26"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131205",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""28"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131206",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""22"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131207",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""24"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131208",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""18"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131209",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""20"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131210",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""14"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131211",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""16"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131212",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""10"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131213",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""12"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131214",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""6"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131215",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""8"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131216",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""2"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222131217",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""4"",""addr:street""=>""Pemimpin Place"",""house""=>""terrace"""
,"1222133626",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""180"",""addr:street""=>""Pemimpin Place"""
,"1222133627",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133628",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""176"",""addr:street""=>""Pemimpin Place"""
,"1222133629",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133630",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""172"",""addr:street""=>""Pemimpin Place"""
,"1222133631",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133632",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""168"",""addr:street""=>""Pemimpin Place"""
,"1222133633",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133634",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""164"",""addr:street""=>""Pemimpin Place"""
,"1222133635",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133636",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133637",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""160"",""addr:street""=>""Pemimpin Place"""
,"1222133638",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""156"",""addr:street""=>""Pemimpin Place"""
,"1222133639",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133640",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""152"",""addr:street""=>""Pemimpin Place"""
,"1222133641",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133642",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""121"",""addr:street""=>""Pemimpin Place"""
,"1222133643",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""119"",""addr:street""=>""Pemimpin Place"""
,"1222133644",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""117"",""addr:street""=>""Pemimpin Place"""
,"1222133645",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""115"",""addr:street""=>""Pemimpin Place"""
,"1222133646",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""113"",""addr:street""=>""Pemimpin Place"""
,"1222133647",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""111"",""addr:street""=>""Pemimpin Place"""
,"1222133648",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""109"",""addr:street""=>""Pemimpin Place"""
,"1222133649",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""107"",""addr:street""=>""Pemimpin Place"""
,"1222133650",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""105"",""addr:street""=>""Pemimpin Place"""
,"1222133651",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""103"",""addr:street""=>""Pemimpin Place"""
,"1222133652",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""101"",""addr:street""=>""Pemimpin Place"""
,"1222133653",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""97"",""addr:street""=>""Pemimpin Place"""
,"1222133654",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""99"",""addr:street""=>""Pemimpin Place"""
,"1222133655",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""95"",""addr:street""=>""Pemimpin Place"""
,"1222133656",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""93"",""addr:street""=>""Pemimpin Place"""
,"1222133657",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""91"",""addr:street""=>""Pemimpin Place"""
,"1222133658",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""87"",""addr:street""=>""Pemimpin Place"""
,"1222133659",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""89"",""addr:street""=>""Pemimpin Place"""
,"1222133660",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133661",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""142"",""addr:street""=>""Pemimpin Place"""
,"1222133662",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133663",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""146"",""addr:street""=>""Pemimpin Place"""
,"1222133664",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133665",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""95"",""addr:street""=>""Jalan Pemimpin"""
,"1222133666",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""97"",""addr:street""=>""Jalan Pemimpin"""
,"1222133667",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""101"",""addr:street""=>""Jalan Pemimpin"""
,"1222133668",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""99"",""addr:street""=>""Jalan Pemimpin"""
,"1222133669",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""93"",""addr:street""=>""Jalan Pemimpin"""
,"1222133670",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""91"",""addr:street""=>""Jalan Pemimpin"""
,"1222133671",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""89"",""addr:street""=>""Jalan Pemimpin"""
,"1222133672",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""87"",""addr:street""=>""Jalan Pemimpin"""
,"1222133673",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""85"",""addr:street""=>""Jalan Pemimpin"""
,"1222133674",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""83"",""addr:street""=>""Jalan Pemimpin"""
,"1222133675",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""81"",""addr:street""=>""Jalan Pemimpin"""
,"1222133676",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""79"",""addr:street""=>""Jalan Pemimpin"""
,"1222133677",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""77"",""addr:street""=>""Jalan Pemimpin"""
,"1222133678",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""75"",""addr:street""=>""Jalan Pemimpin"""
,"1222133679",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""73"",""addr:street""=>""Jalan Pemimpin"""
,"1222133680",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""71"",""addr:street""=>""Jalan Pemimpin"""
,"1222133681",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""59"",""addr:street""=>""Pemimpin Place"""
,"1222133682",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""61"",""addr:street""=>""Pemimpin Place"""
,"1222133683",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""55"",""addr:street""=>""Pemimpin Place"""
,"1222133684",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""57"",""addr:street""=>""Pemimpin Place"""
,"1222133685",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""53"",""addr:street""=>""Pemimpin Place"""
,"1222133686",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133687",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""43"",""addr:street""=>""Pemimpin Place"""
,"1222133688",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
,"1222133689",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""47"",""addr:street""=>""Pemimpin Place"""
,"1222133690",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""51"",""addr:street""=>""Pemimpin Place"""
,"1222133691",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""52"",""addr:street""=>""Pemimpin Terrace"""
,"1222159596",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""73"",""addr:street""=>""Pemimpin Place"""
,"1222159597",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""69"",""addr:street""=>""Pemimpin Place"""
,"1222159598",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""71"",""addr:street""=>""Pemimpin Place"""
,"1222159599",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""67"",""addr:street""=>""Pemimpin Place"""
,"1222159600",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""65"",""addr:street""=>""Pemimpin Place"""
,"1222159601",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""63"",""addr:street""=>""Pemimpin Place"""
,"1222159602",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""83"",""addr:street""=>""Pemimpin Place"""
,"1222159603",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""85"",""addr:street""=>""Pemimpin Place"""
,"1222159604",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""81"",""addr:street""=>""Pemimpin Place"""
,"1222159605",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""77"",""addr:street""=>""Pemimpin Place"""
,"1222159606",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""79"",""addr:street""=>""Pemimpin Place"""
,"1222159607",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""75"",""addr:street""=>""Pemimpin Place"""
,"1222159608",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Pemimpin Place"""
