asset_type,source_asset_type,logical_name,expected_path,resolved_path,required_for_execution,commit_safe,exists,is_path_like,readiness_status,notes,next_manual_check
raster_tile,raster_tile,TP_0409_vegetation_base,data/solweig/v12_n24_tiles/TP_0409/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0409/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0409_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0409/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0409/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0409_wall_height,data/solweig/v12_n24_tiles/TP_0409/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0409/wall_height.tif
raster_tile,raster_tile,TP_0409_wall_aspect,data/solweig/v12_n24_tiles/TP_0409/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0409/wall_aspect.tif
svf_zip,svf_zip,TP_0409_svf_base,data/solweig/v12_n24_tiles/TP_0409/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0409/svf_base/svfs.zip
svf_zip,svf_zip,TP_0409_svf_overhead,data/solweig/v12_n24_tiles/TP_0409/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0409/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0433_focus_cell,data/solweig/v12_n24_tiles/TP_0433/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0433/focus_cell.geojson
raster_tile,raster_tile,TP_0433_dsm_buildings,data/solweig/v12_n24_tiles/TP_0433/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0433/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0433_dem,data/solweig/v12_n24_tiles/TP_0433/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0433/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0433_vegetation_base,data/solweig/v12_n24_tiles/TP_0433/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0433/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0433_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0433/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0433/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0433_wall_height,data/solweig/v12_n24_tiles/TP_0433/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0433/wall_height.tif
raster_tile,raster_tile,TP_0433_wall_aspect,data/solweig/v12_n24_tiles/TP_0433/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0433/wall_aspect.tif
svf_zip,svf_zip,TP_0433_svf_base,data/solweig/v12_n24_tiles/TP_0433/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0433/svf_base/svfs.zip
svf_zip,svf_zip,TP_0433_svf_overhead,data/solweig/v12_n24_tiles/TP_0433/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0433/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0433/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0492_focus_cell,data/solweig/v12_n24_tiles/TP_0492/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0492/focus_cell.geojson
raster_tile,raster_tile,TP_0492_dsm_buildings,data/solweig/v12_n24_tiles/TP_0492/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0492/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0492_dem,data/solweig/v12_n24_tiles/TP_0492/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0492/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0492_vegetation_base,data/solweig/v12_n24_tiles/TP_0492/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0492/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0492_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0492/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0492/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0492_wall_height,data/solweig/v12_n24_tiles/TP_0492/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0492/wall_height.tif
raster_tile,raster_tile,TP_0492_wall_aspect,data/solweig/v12_n24_tiles/TP_0492/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0492/wall_aspect.tif
svf_zip,svf_zip,TP_0492_svf_base,data/solweig/v12_n24_tiles/TP_0492/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0492/svf_base/svfs.zip
svf_zip,svf_zip,TP_0492_svf_overhead,data/solweig/v12_n24_tiles/TP_0492/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0492/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0492/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0542_focus_cell,data/solweig/v12_n24_tiles/TP_0542/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0542/focus_cell.geojson
raster_tile,raster_tile,TP_0542_dsm_buildings,data/solweig/v12_n24_tiles/TP_0542/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0542/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0542_dem,data/solweig/v12_n24_tiles/TP_0542/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0542/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0542_vegetation_base,data/solweig/v12_n24_tiles/TP_0542/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0542/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0542_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0542/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0542/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0542_wall_height,data/solweig/v12_n24_tiles/TP_0542/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0542/wall_height.tif
raster_tile,raster_tile,TP_0542_wall_aspect,data/solweig/v12_n24_tiles/TP_0542/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0542/wall_aspect.tif
svf_zip,svf_zip,TP_0542_svf_base,data/solweig/v12_n24_tiles/TP_0542/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0542/svf_base/svfs.zip
svf_zip,svf_zip,TP_0542_svf_overhead,data/solweig/v12_n24_tiles/TP_0542/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0542/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0542/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0565_focus_cell,data/solweig/v12_n24_tiles/TP_0565/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0565/focus_cell.geojson
raster_tile,raster_tile,TP_0565_dsm_buildings,data/solweig/v12_n24_tiles/TP_0565/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0565/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0565_dem,data/solweig/v12_n24_tiles/TP_0565/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0565/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0565_vegetation_base,data/solweig/v12_n24_tiles/TP_0565/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0565/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0565_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0565/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0565/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0565_wall_height,data/solweig/v12_n24_tiles/TP_0565/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0565/wall_height.tif
raster_tile,raster_tile,TP_0565_wall_aspect,data/solweig/v12_n24_tiles/TP_0565/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0565/wall_aspect.tif
svf_zip,svf_zip,TP_0565_svf_base,data/solweig/v12_n24_tiles/TP_0565/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0565/svf_base/svfs.zip
svf_zip,svf_zip,TP_0565_svf_overhead,data/solweig/v12_n24_tiles/TP_0565/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0565/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0565/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0575_focus_cell,data/solweig/v12_n24_tiles/TP_0575/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0575/focus_cell.geojson
raster_tile,raster_tile,TP_0575_dsm_buildings,data/solweig/v12_n24_tiles/TP_0575/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0575/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0575_dem,data/solweig/v12_n24_tiles/TP_0575/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0575/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0575_vegetation_base,data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0575_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0575_wall_height,data/solweig/v12_n24_tiles/TP_0575/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0575/wall_height.tif
raster_tile,raster_tile,TP_0575_wall_aspect,data/solweig/v12_n24_tiles/TP_0575/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0575/wall_aspect.tif
svf_zip,svf_zip,TP_0575_svf_base,data/solweig/v12_n24_tiles/TP_0575/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0575/svf_base/svfs.zip
svf_zip,svf_zip,TP_0575_svf_overhead,data/solweig/v12_n24_tiles/TP_0575/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0575/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0575/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0627_focus_cell,data/solweig/v12_n24_tiles/TP_0627/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0627/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0627/focus_cell.geojson
