cell_id,selected_priority_rank,rationale,priority_score,coverage_gap,similar_reference_cells,expected_role,spatial_bin,typology,nearest_anchor_cell,nearest_neutral_cell,nearest_n150_distance,nearest_n150_distance_percentile,sampling_boundary,claim_boundary
TP_0030,107,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,101.50022633818857,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0041|TP_0028|TP_0207,typology_gap_fill,west_south,residential,TP_0857,TP_0565,11.068018747476033,0.7160048134777377,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0958,108,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.49532356152814,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0647|TP_0670|TP_0560,typology_gap_fill,west_north,residential,TP_0857,TP_0326,11.065409995051091,0.7148014440433214,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0390,109,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.48721370081132,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0346|TP_0412,typology_gap_fill,west_south,residential,TP_0857,TP_0326,4.303452302934977,0.1684717208182912,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0439,110,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,101.42146422150148,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0438|TP_0226|TP_0293,typology_gap_fill,west_south,residential,TP_0141,TP_0676,13.556062792668806,0.8014440433212996,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0149,111,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.3634849707064,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0276|TP_0361,typology_gap_fill,west_south,residential,TP_0857,TP_0301,5.089020381195818,0.259927797833935,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0442,112,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.28358386472304,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0412|TP_0740|TP_0276,typology_gap_fill,west_south,residential,TP_0857,TP_0326,5.525537435276636,0.3128760529482551,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0929,113,weak_spatial_bin; weak_typology_spatial_bin; anchor_like_neighbour; problem_typology,101.26933660768066,weak_spatial_bin|weak_typology_spatial_bin|anchor_like_neighbour|problem_typology,TP_0792|TP_0934|TP_0719,anchor_like_replication,west_north,residential,TP_0857,TP_0326,4.345024083958344,0.17448856799037304,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0092,114,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.22800311787917,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0628|TP_0097|TP_0056,typology_gap_fill,west_south,residential,TP_0141,TP_0326,8.397869131981002,0.5571600481347774,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0239,115,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.18910198640697,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0361|TP_0412|TP_0346,typology_gap_fill,west_south,residential,TP_0857,TP_0301,5.007453780291344,0.2490974729241877,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0449,116,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.18752601949826,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0628|TP_0710|TP_0208,typology_gap_fill,west_south,residential,TP_0141,TP_0326,6.196615028781696,0.37906137184115524,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0470,117,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.11496302984533,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0005|TP_0669|TP_0744,typology_gap_fill,west_north,residential,TP_0857,TP_0326,8.658450501126504,0.5728038507821901,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0063,118,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.06161856591879,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0141|TP_0098|TP_0066,typology_gap_fill,west_south,residential,TP_0141,TP_0326,7.298134798791031,0.49217809867629364,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0391,119,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.03082903220113,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0599|TP_0710|TP_0108,typology_gap_fill,west_south,residential,TP_0857,TP_0326,3.254947364622368,0.06979542719614922,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0392,120,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.0178326590542,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0276|TP_0740|TP_0412,typology_gap_fill,west_south,residential,TP_0857,TP_0326,4.1632759838510935,0.1552346570397112,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0360,121,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.97268848042053,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0599|TP_0710|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0326,3.16387236451852,0.05174488567990373,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0331,122,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.84573791682797,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0740|TP_0301,typology_gap_fill,west_south,residential,TP_0857,TP_0326,8.140147706014858,0.542719614921781,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0416,123,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.69821000566029,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0740|TP_0412,typology_gap_fill,west_south,residential,TP_0857,TP_0326,4.892847222078347,0.2358604091456077,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0441,124,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.6958999325955,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0498|TP_0599|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0326,3.9241920794245964,0.13357400722021662,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0362,125,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.68487459890036,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0899|TP_0412|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0326,5.0040644870218856,0.24789410348977137,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0445,126,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.63143431988182,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0208|TP_0710,typology_gap_fill,west_south,residential,TP_0857,TP_0326,3.3789869408726085,0.08303249097472924,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0506,127,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.62328700639033,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0412|TP_0276,typology_gap_fill,west_north,residential,TP_0857,TP_0326,3.2402710715851457,0.06498194945848375,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0624,128,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.54614612099324,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0934|TP_0560|TP_0670,typology_gap_fill,west_north,residential,TP_0857,TP_0326,10.048308847940259,0.6690734055354994,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0002,129,weak_spatial_bin; weak_typology_spatial_bin; anchor_like_neighbour; problem_typology,100.48122888904442,weak_spatial_bin|weak_typology_spatial_bin|anchor_like_neighbour|problem_typology,TP_0458|TP_0719|TP_0407,anchor_like_replication,west_south,residential,TP_0857,TP_0326,2.835981082176307,0.036101083032490974,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0328,130,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.4088846858188,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0361|TP_0412|TP_0346,typology_gap_fill,west_south,residential,TP_0857,TP_0301,4.688354167181851,0.21179302045728038,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0966,131,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.296303991088,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0934|TP_0560|TP_0792,typology_gap_fill,west_north,residential,TP_0857,TP_0326,11.683219967860557,0.7448856799037304,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0179,132,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.26025919993525,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0498|TP_0599|TP_0710,typology_gap_fill,west_south,residential,TP_0857,TP_0326,3.5380924819024417,0.1022864019253911,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0393,133,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.22934186985624,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0498|TP_0628,typology_gap_fill,east_south,transport,TP_0857,TP_0326,7.04521325267135,0.4693140794223827,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0178,134,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.17704413640038,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0412|TP_0346|TP_0361,typology_gap_fill,west_south,residential,TP_0857,TP_0301,4.103794758571282,0.15162454873646208,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0528,135,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.16740699623742,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0710|TP_0498|TP_0599,typology_gap_fill,west_north,residential,TP_0857,TP_0326,4.677884015036315,0.21058965102286403,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0266,136,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,100.15570551127239,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0498|TP_0599|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0326,5.448874553571035,0.3008423586040915,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0651,137,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; problem_typology,100.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|problem_typology,TP_0908|TP_0454|TP_0936,typology_gap_fill,west_north,residential,TP_0141,TP_0326,29.706015916898874,0.9602888086642599,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0677,138,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; problem_typology,100.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|problem_typology,TP_0707|TP_0967|TP_0050,typology_gap_fill,west_north,residential,TP_0857,TP_0565,27.42570411626456,0.9530685920577617,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0680,139,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; problem_typology,100.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|problem_typology,TP_0707|TP_0967|TP_0050,typology_gap_fill,west_north,residential,TP_0857,TP_0326,25.569828043225375,0.950661853188929,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0083,140,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; problem_typology,100.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|problem_typology,TP_0053|TP_0864|TP_0379,typology_gap_fill,east_south,transport,TP_0433,TP_0115,23.135117675649774,0.9362214199759326,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0855,141,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; problem_typology,100.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|problem_typology,TP_0552|TP_0318|TP_0773,typology_gap_fill,west_north,residential,TP_0542,TP_0115,21.969488531320255,0.9314079422382672,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0073,142,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,99.98605798383045,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0657|TP_0050|TP_0967,typology_gap_fill,west_south,residential,TP_0141,TP_0326,10.862302306365468,0.7003610108303249,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0593,143,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,99.9770060529473,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0226|TP_0293|TP_0676,typology_gap_fill,west_north,transport,TP_0141,TP_0676,17.182026531593365,0.8748495788206979,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0299,144,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,99.96834066424489,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0346|TP_0628,typology_gap_fill,west_south,residential,TP_0857,TP_0301,5.769366608450538,0.3345367027677497,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0495,145,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,99.95540881274538,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0407|TP_0465|TP_0719,typology_gap_fill,west_north,residential,TP_0857,TP_0326,1.926155036075642,0.0048134777376654635,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0010,146,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,99.94580626549777,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0056|TP_0065|TP_0693,typology_gap_fill,west_south,residential,TP_0857,TP_0326,4.557691456896619,0.19975932611311673,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0827,147,weak_spatial_bin; weak_typology_spatial_bin; anchor_like_neighbour; problem_typology,99.89203977728378,weak_spatial_bin|weak_typology_spatial_bin|anchor_like_neighbour|problem_typology,TP_0337|TP_0313|TP_0599,anchor_like_replication,west_north,residential,TP_0857,TP_0326,5.182690357907631,0.2719614921780987,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0479,148,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,99.86115555654905,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0560|TP_0934|TP_0792,typology_gap_fill,west_north,residential,TP_0857,TP_0326,9.465292544149497,0.6305655836341757,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0282,149,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,99.85590524509567,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0670|TP_0560|TP_0647,typology_gap_fill,east_south,transport,TP_0141,TP_0326,11.055044502916022,0.7135980746089049,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0120,150,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,99.84174376969328,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0711|TP_0565|TP_0207,typology_gap_fill,west_south,transport,TP_0857,TP_0565,14.974248667353082,0.8375451263537906,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
