cell_id,hour_sgt,scenario,fd01_forcing_day_id,fd02_forcing_day_id,contrast_direction,mean_difference_c,p50_difference_c,p90_difference_c,p95_difference_c,max_difference_c,notes
TP_0037,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.784873,-6.812608,-17.254004,-17.588094,-16.713930,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-13.677059,-16.021727,-17.753472,-17.777177,-16.951155,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.664108,-10.480784,-8.945397,-8.895222,-9.170120,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.632598,-10.609991,-8.951889,-8.888399,-9.170120,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.251117,-3.970574,-3.069908,-3.054466,-3.008289,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.245150,-4.065390,-3.078255,-3.048958,-3.008289,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-13.787786,-16.359717,-16.459004,-16.435993,-16.428364,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-13.686299,-16.288454,-16.460529,-16.434807,-16.428364,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.470657,-3.987680,-4.177720,-4.175530,-4.181569,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.448258,-3.962622,-4.178875,-4.176766,-4.181569,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-14.923043,-16.537039,-17.804100,-17.804100,-17.690947,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-14.923043,-16.537039,-17.804100,-17.804100,-17.690947,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.343759,-10.463201,-8.816822,-8.816822,-8.994728,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.343759,-10.463201,-8.816822,-8.816822,-8.994728,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.509083,-3.955398,-3.008274,-3.008274,-3.008274,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.509083,-3.955398,-3.008274,-3.008274,-3.008274,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-14.560710,-16.363750,-16.430493,-16.430493,-16.430493,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-14.560710,-16.363750,-16.430493,-16.430493,-16.430493,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.594227,-4.001791,-4.182090,-4.182090,-4.182090,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0986,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.594227,-4.001791,-4.182090,-4.182090,-4.182090,FD02 - FD01 Tmrt contrast; not WBGT.
