candidate_order,cell_id,focus_cell_size_m,tile_buffer_m,tile_width_m,raster_resolution_m,expected_tile_pixels_x,expected_tile_pixels_y,tile_spec_status,tile_bounds_status,focus_cell_geojson,asset_folder,convention_source,claim_boundary
1,TP_0972,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
91,TP_0206,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0206/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0206,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
92,TP_0383,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0383/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0383,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
93,TP_0165,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0165/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0165,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
94,TP_0406,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0406/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0406,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
95,TP_0777,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0777/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0777,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
96,TP_0085,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0085/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0085,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
97,TP_0495,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0495/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0495,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
98,TP_0762,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0762/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0762,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
99,TP_0067,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0067/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0067,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
100,TP_0646,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0646/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0646,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
101,TP_0371,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0371/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0371,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
102,TP_0063,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0063/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0063,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
103,TP_0010,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0010/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0010,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
104,TP_0722,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0722/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0722,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
105,TP_0467,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0467/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0467,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
106,TP_0954,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0954/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0954,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
107,TP_0983,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0983/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0983,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
108,TP_0985,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0985/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0985,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
109,TP_0925,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0925/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0925,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
110,TP_0845,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0845/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0845,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
111,TP_0236,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0236/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0236,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
112,TP_0544,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0544/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0544,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
113,TP_0787,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0787/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0787,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
114,TP_0605,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0605/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0605,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
115,TP_0815,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0815/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0815,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
116,TP_0136,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0136/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0136,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
117,TP_0234,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0234/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0234,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
118,TP_0042,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0042/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0042,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
119,TP_0672,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0672/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0672,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
120,TP_0984,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0984/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0984,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
121,TP_0116,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0116/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0116,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
122,TP_0641,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0641/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0641,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
123,TP_0230,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0230/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0230,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
124,TP_0786,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0786/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0786,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
125,TP_0052,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0052/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0052,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
126,TP_0727,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0727/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0727,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
127,TP_0300,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0300/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0300,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
128,TP_0923,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0923/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0923,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
129,TP_0355,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0355/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0355,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
130,TP_0245,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0245/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0245,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
131,TP_0684,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0684/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0684,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
132,TP_0196,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0196/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0196,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
133,TP_0104,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0104/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0104,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
134,TP_0256,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0256/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0256,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
135,TP_0112,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0112/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0112,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
